customer_id,date,region,department,ad_spend,revenue,profit,units,rating,subscribed
CUST_00054,2024-04-26 07:15:45.090180,South,Sports,7025.94,44764.01,6911.17,58,4.0,False
CUST_00055,2024-04-28 11:55:40.280561,South,Electronics,5018.08,31764.32,2724.63,41,3.0,True
CUST_00056,2024-04-30 16:35:35.470941,South,Sports,5304.2,36158.56,24951.73,39,1.0,True
CUST_00057,2024-05-02 21:15:30.661322,East,Home,3359.79,28780.42,9071.86,18,1.0,True
CUST_00058,2024-05-05 01:55:25.851703,South,Sports,5595.49,45337.3,4914.11,47,5.0,True
CUST_00059,2024-05-07 06:35:21.042084,West,Home,5090.58,,11007.62,34,3.0,True
CUST_00060,2024-05-09 11:15:16.232464,West,Home,3046.02,31978.94,-1319.87,44,1.0,True
CUST_00061,2024-05-11 15:55:11.422845,South,Sports,4923.2,40560.91,17832.51,47,4.0,True
CUST_00062,2024-05-13 20:35:06.613226,East,Clothing,4880.41,27083.55,247.55,28,2.0,True
CUST_00063,2024-05-16 01:15:01.803607,South,Electronics,7696.34,35644.85,9923.67,16,4.0,True
CUST_00064,2024-05-18 05:54:56.993987,South,Clothing,6341.32,44289.47,15433.95,36,3.0,False
CUST_00065,2024-05-20 10:34:52.184368,South,Sports,5017.17,35331.01,9052.96,41,3.0,False
CUST_00066,2024-05-22 15:14:47.374749,South,Home,5373.18,37719.96,7450.88,47,3.0,True
CUST_00067,2024-05-24 19:54:42.565130,South,Sports,5066.32,28623.29,5227.81,37,3.0,True
CUST_00068,2024-05-27 00:34:37.755511,East,Clothing,4695.63,37171.35,6295.75,24,5.0,True
CUST_00069,2024-05-29 05:14:32.945891,West,Home,3376.36,44542.98,3980.85,47,,True
CUST_00070,2024-05-31 09:54:28.136272,East,Electronics,4773.42,41749.69,4368.56,50,2.0,True
CUST_00071,2024-06-02 14:34:23.326653,West,Clothing,3880.85,37421.94,17093.08,24,3.0,True
CUST_00072,2024-06-04 19:14:18.517034,East,Electronics,3124.53,28867.84,4436.45,29,3.0,False
CUST_00073,2024-06-06 23:54:13.707414,North,Sports,5766.83,37174.47,1190.83,39,4.0,False
CUST_00074,2024-06-09 04:34:08.897795,West,Clothing,5586.9,32796.6,2289.3,30,2.0,True
CUST_00075,2024-06-11 09:14:04.088176,West,Home,2319.94,31677.96,13404.63,17,4.0,True
CUST_00076,2024-06-13 13:53:59.278557,West,Electronics,4815.97,44616.31,12760.18,42,4.0,False
CUST_00077,2024-06-15 18:33:54.468937,West,Clothing,6493.55,39236.11,10984.8,37,,True
CUST_00078,2024-06-17 23:13:49.659318,South,Electronics,6588.84,38203.26,5073.94,37,2.0,False
CUST_00079,2024-06-20 03:53:44.849699,South,Home,6538.76,35537.7,10410.32,31,2.0,True
CUST_00080,2024-06-22 08:33:40.040080,South,Sports,5058.37,30591.72,1001.58,27,2.0,True
CUST_00081,2024-06-24 13:13:35.230460,South,Sports,3732.43,30397.14,3654.19,30,2.0,True
CUST_00082,2024-06-26 17:53:30.420841,East,Sports,3374.45,21790.8,10710.97,25,1.0,True
CUST_00083,2024-06-28 22:33:25.611222,North,Sports,5516.91,41368.98,13566.36,39,1.0,False
CUST_00084,2024-07-01 03:13:20.801603,West,Clothing,5568.92,47289.96,1638.82,44,3.0,True
CUST_00085,2024-07-03 07:53:15.991983,West,Electronics,6931.0,47728.47,2602.44,48,4.0,False
CUST_00086,2024-07-05 12:33:11.182364,West,Sports,6649.97,35471.34,7145.76,20,2.0,True
CUST_00087,2024-07-07 17:13:06.372745,South,Sports,4801.66,29514.53,17395.54,33,4.0,False
CUST_00088,2024-07-09 21:53:01.563126,East,Sports,3133.69,37504.27,-6658.19,37,3.0,False
CUST_00089,2024-07-12 02:32:56.753507,West,Clothing,4521.34,25515.39,6541.1,26,3.0,True
CUST_00090,2024-07-14 07:12:51.943887,East,Electronics,5325.85,38400.77,-2720.16,46,3.0,True
CUST_00091,2024-07-16 11:52:47.134268,West,Clothing,4696.88,34237.5,1722.43,19,3.0,False
CUST_00092,2024-07-18 16:32:42.324649,South,Home,4133.16,35920.49,3914.69,20,3.0,True
CUST_00093,2024-07-20 21:12:37.515030,East,Sports,5379.33,37021.74,3720.35,39,4.0,False
CUST_00094,2024-07-23 01:52:32.705410,East,Home,4244.06,37891.02,3083.81,38,3.0,True
CUST_00095,2024-07-25 06:32:27.895791,East,Home,4057.9,37968.91,6884.85,39,3.0,True
CUST_00096,2024-07-27 11:12:23.086172,South,Electronics,5467.18,46474.85,4618.68,43,4.0,True
CUST_00097,2024-07-29 15:52:18.276553,East,Sports,4397.01,35513.33,-3844.8,41,3.0,False
CUST_00098,2024-07-31 20:32:13.466933,West,Sports,5366.16,44799.85,13523.06,52,4.0,False
CUST_00099,2024-08-03 01:12:08.657314,West,Electronics,5409.81,35683.95,11693.22,40,5.0,True
CUST_00100,2024-08-05 05:52:03.847695,North,Home,3290.86,35600.49,12310.31,34,3.0,False
CUST_00101,2024-08-07 10:31:59.038076,North,Home,4278.14,29810.01,-5419.34,13,3.0,False
CUST_00102,2024-08-09 15:11:54.228456,South,Home,7156.67,41337.89,9533.25,47,4.0,True
CUST_00103,2024-08-11 19:51:49.418837,West,Sports,3256.88,34446.28,10932.18,44,4.0,True
CUST_00104,2024-08-14 00:31:44.609218,North,Electronics,1825.02,16030.65,-4332.9,21,2.0,False
CUST_00105,2024-08-16 05:11:39.799599,South,Home,2207.23,25532.78,4660.11,18,1.0,False
CUST_00106,2024-08-18 09:51:34.989979,South,Electronics,5043.66,40586.99,6491.79,46,3.0,True
CUST_00107,2024-08-20 14:31:30.180360,East,Electronics,5046.38,40740.17,20228.29,48,1.0,False
CUST_00108,2024-08-22 19:11:25.370741,West,Sports,4823.58,32954.85,19403.34,45,4.0,True
CUST_00109,2024-08-24 23:51:20.561122,West,Sports,6821.28,48286.09,-2959.0,41,4.0,False
CUST_00110,2024-08-27 04:31:15.751503,North,Electronics,990.75,24308.14,21832.95,22,3.0,False
CUST_00111,2024-08-29 09:11:10.941883,East,Clothing,5593.9,32135.66,-622.16,38,2.0,False
CUST_00112,2024-08-31 13:51:06.132264,West,Electronics,7342.16,45659.8,15083.48,46,2.0,True
CUST_00113,2024-09-02 18:31:01.322645,East,Electronics,3308.33,36796.03,13416.77,28,3.0,True
CUST_00114,2024-09-04 23:10:56.513026,South,Home,4430.29,34766.64,-711.84,38,3.0,True
CUST_00115,2024-09-07 03:50:51.703406,West,Electronics,3870.66,39252.51,10518.33,44,3.0,True
CUST_00116,2024-09-09 08:30:46.893787,North,Home,3658.48,40656.4,6565.42,41,3.0,False
CUST_00117,2024-09-11 13:10:42.084168,South,Sports,4510.61,36125.19,10382.84,38,5.0,True
CUST_00118,2024-09-13 17:50:37.274549,South,Clothing,7141.23,47609.35,10184.39,46,4.0,True
CUST_00119,2024-09-15 22:30:32.464929,East,Clothing,7756.08,63848.05,19867.02,76,5.0,True
CUST_00120,2024-09-18 03:10:27.655310,South,Home,4496.09,32700.34,6413.86,25,3.0,True
CUST_00121,2024-09-20 07:50:22.845691,South,Electronics,7857.59,43240.95,6608.25,39,4.0,True
CUST_00122,2024-09-22 12:30:18.036072,South,Electronics,5053.36,38167.44,14542.59,38,3.0,False
CUST_00123,2024-09-24 17:10:13.226452,West,Home,7630.54,54547.1,13881.25,62,2.0,False
CUST_00124,2024-09-26 21:50:08.416833,East,Electronics,4860.05,36151.63,11629.99,24,3.0,True
CUST_00125,2024-09-29 02:30:03.607214,West,Sports,5196.59,37484.36,2095.08,27,4.0,False
CUST_00126,2024-10-01 07:09:58.797595,East,Sports,5548.21,53117.07,2244.23,37,3.0,False
CUST_00127,2024-10-03 11:49:53.987975,East,Sports,9768.28,60097.34,6843.47,60,,True
CUST_00128,2024-10-05 16:29:49.178356,West,Clothing,6276.93,43351.29,3457.48,34,3.0,False
CUST_00129,2024-10-07 21:09:44.368737,West,Clothing,3939.1,42256.06,13109.49,39,4.0,True
CUST_00130,2024-10-10 01:49:39.559118,South,Clothing,6453.5,41203.26,14248.48,46,4.0,True
CUST_00131,2024-10-12 06:29:34.749499,West,Home,4457.25,38514.6,5846.72,33,4.0,True
CUST_00132,2024-10-14 11:09:29.939879,North,Clothing,4265.37,36837.86,16647.25,39,3.0,True
CUST_00133,2024-10-16 15:49:25.130260,South,Sports,6362.9,34972.2,15874.28,33,3.0,False
CUST_00134,2024-10-18 20:29:20.320641,East,Sports,5046.63,41444.65,9163.83,47,3.0,False
CUST_00135,2024-10-21 01:09:15.511022,South,Clothing,5417.86,47246.23,2751.08,51,2.0,False
CUST_00136,2024-10-23 05:49:10.701402,West,Electronics,5020.98,44439.8,19026.8,39,1.0,True
CUST_00137,2024-10-25 10:29:05.891783,North,Clothing,5504.87,,6265.0,36,3.0,True
CUST_00138,2024-10-27 15:09:01.082164,East,Home,5637.45,39569.27,8005.62,48,3.0,False
CUST_00139,2024-10-29 19:48:56.272545,South,Clothing,2094.55,22396.5,1654.13,26,3.0,True
CUST_00140,2024-11-01 00:28:51.462925,West,Clothing,5999.86,44814.62,1838.1,34,5.0,True
CUST_00141,2024-11-03 05:08:46.653306,East,Sports,3526.97,31818.85,-4553.08,37,4.0,True
CUST_00142,2024-11-05 09:48:41.843687,East,Home,2836.55,35542.76,10827.78,27,2.0,True
CUST_00143,2024-11-07 14:28:37.034068,North,Sports,4912.38,28113.49,-423.38,39,2.0,True
CUST_00144,2024-11-09 19:08:32.224448,South,Sports,5125.97,40958.89,28789.32,49,3.0,True
CUST_00145,2024-11-11 23:48:27.414829,East,Home,3959.74,33600.53,-1554.42,36,5.0,True
CUST_00146,2024-11-14 04:28:22.605210,West,Home,6246.55,49045.93,26.59,50,5.0,True
CUST_00147,2024-11-16 09:08:17.795591,East,Clothing,2986.74,26002.01,8251.33,24,3.0,True
CUST_00148,2024-11-18 13:48:12.985971,East,Sports,4389.58,43906.49,18608.36,49,3.0,True
CUST_00149,2024-11-20 18:28:08.176352,East,Clothing,4122.69,42438.93,8091.13,39,2.0,True
CUST_00150,2024-11-22 23:08:03.366733,West,Sports,4930.12,46753.43,12421.31,49,4.0,False
CUST_00151,2024-11-25 03:47:58.557114,North,Home,5418.3,31349.41,-7261.94,38,2.0,True
CUST_00152,2024-11-27 08:27:53.747494,North,Clothing,3488.16,35363.25,1622.8,31,3.0,False
CUST_00153,2024-11-29 13:07:48.937875,West,Home,6086.42,48649.97,1241.68,44,3.0,False
CUST_00154,2024-12-01 17:47:44.128256,South,Sports,5094.5,28646.66,-8108.92,19,4.0,True
CUST_00155,2024-12-03 22:27:39.318637,West,Home,2162.08,30836.84,6369.49,22,2.0,False
CUST_00156,2024-12-06 03:07:34.509018,South,Clothing,2062.11,26396.12,-10948.49,12,1.0,False
CUST_00157,2024-12-08 07:47:29.699398,West,Electronics,4981.52,45046.46,-1147.01,51,4.0,True
CUST_00158,2024-12-10 12:27:24.889779,South,Sports,4668.55,35915.5,2704.43,50,2.0,True
CUST_00159,2024-12-12 17:07:20.080160,South,Home,4844.87,37205.64,878.01,49,3.0,True
CUST_00160,2024-12-14 21:47:15.270541,South,Home,4958.03,43585.16,10620.19,31,3.0,False
CUST_00161,2024-12-17 02:27:10.460921,West,Clothing,5338.34,49883.53,11118.1,56,3.0,False
CUST_00162,2024-12-19 07:07:05.651302,North,Home,6421.47,28765.62,11434.4,40,3.0,False
CUST_00163,2024-12-21 11:47:00.841683,West,Sports,3333.34,34176.18,11418.4,31,1.0,False
CUST_00164,2024-12-23 16:26:56.032064,West,Clothing,3242.04,34589.92,14211.87,35,2.0,True
CUST_00165,2024-12-25 21:06:51.222444,South,Clothing,3360.01,21139.56,3791.69,5,3.0,False
CUST_00166,2024-12-28 01:46:46.412825,East,Electronics,5433.38,42179.42,9716.56,44,3.0,True
CUST_00167,2024-12-30 06:26:41.603206,North,Electronics,6867.42,51203.47,12797.22,43,2.0,False
CUST_00168,2025-01-01 11:06:36.793587,North,Home,4352.99,29484.12,6298.74,31,3.0,True
CUST_00169,2025-01-03 15:46:31.983967,East,Sports,1247.45,26691.81,2024.16,14,3.0,True
CUST_00170,2025-01-05 20:26:27.174348,North,Sports,2444.01,22731.93,1764.65,27,2.0,False
CUST_00171,2025-01-08 01:06:22.364729,West,Clothing,3750.44,34192.22,431.69,42,1.0,False
CUST_00172,2025-01-10 05:46:17.555110,East,Clothing,4163.41,44105.59,10890.32,38,4.0,False
CUST_00173,2025-01-12 10:26:12.745490,West,Home,4387.42,37416.88,6076.93,28,1.0,True
CUST_00174,2025-01-14 15:06:07.935871,North,Electronics,5057.87,40137.55,2582.54,23,3.0,True
CUST_00175,2025-01-16 19:46:03.126252,West,Electronics,4532.38,31383.43,1013.3,29,2.0,False
CUST_00176,2025-01-19 00:25:58.316633,West,Home,6574.01,58232.63,2009.08,54,3.0,True
CUST_00177,2025-01-21 05:05:53.507014,East,Home,3985.97,39097.16,13889.38,27,3.0,True
CUST_00178,2025-01-23 09:45:48.697394,North,Electronics,3706.52,31568.59,6232.67,35,2.0,True
CUST_00179,2025-01-25 14:25:43.887775,North,Home,5718.31,43420.99,1776.18,40,3.0,True
CUST_00180,2025-01-27 19:05:39.078156,South,Electronics,2696.54,20422.05,9335.8,12,3.0,True
CUST_00181,2025-01-29 23:45:34.268537,North,Clothing,5584.54,45950.8,4348.0,42,3.0,True
CUST_00182,2025-02-01 04:25:29.458917,North,Sports,5153.83,36710.4,-3237.63,45,4.0,False
CUST_00183,2025-02-03 09:05:24.649298,East,Clothing,4778.84,38325.0,14047.06,43,3.0,False
CUST_00184,2025-02-05 13:45:19.839679,East,Home,7382.41,47316.38,4757.27,46,3.0,False
CUST_00185,2025-02-07 18:25:15.030060,South,Home,4066.69,30123.5,2559.94,35,2.0,True
CUST_00186,2025-02-09 23:05:10.220440,South,Home,8090.45,52610.14,9758.09,43,2.0,True
CUST_00187,2025-02-12 03:45:05.410821,East,Electronics,4661.85,40216.95,15237.17,40,3.0,False
CUST_00188,2025-02-14 08:25:00.601202,West,Clothing,3084.48,38401.64,7052.56,40,3.0,False
CUST_00189,2025-02-16 13:04:55.791583,South,Clothing,5104.88,37195.54,-1698.62,33,1.0,True
CUST_00190,2025-02-18 17:44:50.981963,West,Electronics,3385.63,38943.53,10816.97,42,2.0,False
CUST_00191,2025-02-20 22:24:46.172344,North,Home,3872.37,31245.22,2229.21,25,2.0,False
CUST_00192,2025-02-23 03:04:41.362725,West,Home,5595.55,56395.86,23366.72,60,5.0,False
CUST_00193,2025-02-25 07:44:36.553106,West,Electronics,5833.37,38373.84,6899.45,43,1.0,False
CUST_00194,2025-02-27 12:24:31.743486,North,Clothing,4066.75,40466.68,-8361.25,17,2.0,True
CUST_00195,2025-03-01 17:04:26.933867,West,Clothing,6481.11,55673.97,12522.87,65,5.0,True
CUST_00196,2025-03-03 21:44:22.124248,West,Clothing,6736.26,45609.25,21821.85,21,4.0,True
CUST_00197,2025-03-06 02:24:17.314629,South,Clothing,7154.45,56704.18,21238.19,52,3.0,True
CUST_00198,2025-03-08 07:04:12.505010,North,Sports,5794.12,46108.93,21116.29,54,3.0,False
CUST_00199,2025-03-10 11:44:07.695390,West,Sports,7045.14,56006.27,2942.81,53,4.0,False
CUST_00200,2025-03-12 16:24:02.885771,East,Clothing,2178.8,29340.32,11666.32,18,1.0,True
CUST_00201,2025-03-14 21:03:58.076152,South,Sports,4523.14,34006.43,1067.2,25,1.0,False
CUST_00202,2025-03-17 01:43:53.266533,North,Home,3699.49,31765.92,7287.89,40,2.0,False
CUST_00203,2025-03-19 06:23:48.456913,East,Sports,5178.84,43198.01,-1135.03,28,5.0,False
CUST_00204,2025-03-21 11:03:43.647294,West,Sports,4142.83,46622.24,3880.81,56,3.0,True
CUST_00205,2025-03-23 15:43:38.837675,West,Clothing,4750.76,42969.62,3000.81,43,3.0,False
CUST_00206,2025-03-25 20:23:34.028056,West,Sports,7823.26,49810.83,15255.84,40,4.0,True
CUST_00207,2025-03-28 01:03:29.218436,West,Clothing,4745.42,,13919.92,42,5.0,True
CUST_00208,2025-03-30 05:43:24.408817,South,Clothing,5620.69,44193.51,9892.57,36,3.0,True
CUST_00209,2025-04-01 10:23:19.599198,West,Home,4651.6,44999.68,-1353.01,52,3.0,False
CUST_00210,2025-04-03 15:03:14.789579,East,Sports,5113.57,44816.77,5885.54,51,5.0,False
CUST_00211,2025-04-05 19:43:09.979959,South,Clothing,5009.03,35831.46,1226.85,22,1.0,True
CUST_00212,2025-04-08 00:23:05.170340,South,Sports,5672.49,35210.0,12425.53,32,4.0,True
CUST_00213,2025-04-10 05:03:00.360721,West,Home,6747.96,45830.88,16496.85,39,2.0,False
CUST_00214,2025-04-12 09:42:55.551102,North,Sports,7471.09,39902.05,14577.07,50,3.0,False
CUST_00215,2025-04-14 14:22:50.741482,South,Electronics,5464.43,40252.46,1958.91,29,3.0,True
CUST_00216,2025-04-16 19:02:45.931863,South,Electronics,5884.32,40345.04,-11914.63,53,2.0,False
CUST_00217,2025-04-18 23:42:41.122244,West,Clothing,3273.7,34134.87,-6224.46,34,2.0,False
CUST_00218,2025-04-21 04:22:36.312625,West,Clothing,4868.18,27949.65,14982.33,19,3.0,False
CUST_00219,2025-04-23 09:02:31.503006,North,Sports,6410.43,37675.15,3972.74,32,4.0,False
CUST_00220,2025-04-25 13:42:26.693386,East,Home,6298.95,51585.02,4030.23,45,3.0,False
CUST_00221,2025-04-27 18:22:21.883767,East,Clothing,5317.41,38746.53,18473.0,29,3.0,False
CUST_00222,2025-04-29 23:02:17.074148,East,Clothing,6329.59,47936.32,17484.66,49,,False
CUST_00223,2025-05-02 03:42:12.264529,South,Sports,5736.15,33321.17,6168.95,23,2.0,True
CUST_00224,2025-05-04 08:22:07.454909,North,Clothing,6800.46,52740.36,7439.44,35,4.0,True
CUST_00225,2025-05-06 13:02:02.645290,West,Home,5434.04,44376.02,7062.97,41,4.0,False
CUST_00226,2025-05-08 17:41:57.835671,North,Sports,4466.45,37691.01,8374.52,23,5.0,True
CUST_00227,2025-05-10 22:21:53.026052,West,Electronics,5503.76,57033.95,21466.44,51,3.0,False
CUST_00228,2025-05-13 03:01:48.216432,South,Sports,604.11,27403.63,7889.93,20,2.0,True
CUST_00229,2025-05-15 07:41:43.406813,South,Electronics,5574.33,38184.49,11955.41,31,4.0,True
CUST_00230,2025-05-17 12:21:38.597194,West,Home,500.0,22468.9,12229.29,38,3.0,True
CUST_00231,2025-05-19 17:01:33.787575,West,Sports,2414.8,31481.49,-2521.06,32,2.0,True
CUST_00232,2025-05-21 21:41:28.977955,East,Clothing,5677.65,46225.1,13604.55,48,3.0,True
CUST_00233,2025-05-24 02:21:24.168336,North,Sports,5716.29,40819.06,5285.45,27,4.0,True
CUST_00234,2025-05-26 07:01:19.358717,South,Clothing,3256.36,28544.21,-12474.71,23,2.0,False
CUST_00235,2025-05-28 11:41:14.549098,North,Clothing,3931.85,41573.29,-7413.99,43,3.0,True
CUST_00236,2025-05-30 16:21:09.739478,North,Home,7055.81,46177.2,1185.07,38,3.0,True
CUST_00237,2025-06-01 21:01:04.929859,East,Electronics,4273.95,49633.76,12652.64,57,4.0,True
CUST_00238,2025-06-04 01:41:00.120240,South,Electronics,8364.38,51466.23,10060.52,42,3.0,True
CUST_00239,2025-06-06 06:20:55.310621,West,Home,4997.12,52485.07,10737.88,50,2.0,True
CUST_00240,2025-06-08 11:00:50.501002,West,Electronics,5612.05,47819.81,22264.17,43,2.0,False
CUST_00241,2025-06-10 15:40:45.691382,North,Clothing,7425.31,53116.05,677.26,54,2.0,False
CUST_00242,2025-06-12 20:20:40.881763,South,Sports,5196.54,34778.11,6068.03,30,2.0,True
CUST_00243,2025-06-15 01:00:36.072144,West,Sports,3496.48,33347.14,8133.53,31,3.0,True
CUST_00244,2025-06-17 05:40:31.262525,East,Home,4835.41,,2547.42,41,2.0,True
CUST_00245,2025-06-19 10:20:26.452905,South,Sports,4946.58,42389.1,7828.33,37,2.0,True
CUST_00246,2025-06-21 15:00:21.643286,North,Sports,2952.89,30687.83,-5675.84,35,2.0,False
CUST_00247,2025-06-23 19:40:16.833667,South,Sports,4616.25,29723.04,15219.49,32,2.0,True
CUST_00248,2025-06-26 00:20:12.024048,East,Home,3886.71,29950.56,619.8,29,4.0,False
CUST_00249,2025-06-28 05:00:07.214428,East,Home,6386.54,39630.46,21353.28,36,4.0,True
CUST_00250,2025-06-30 09:40:02.404809,East,Sports,5051.92,32604.56,5641.5,39,3.0,True
CUST_00251,2025-07-02 14:19:57.595190,South,Electronics,4575.81,36600.65,13784.49,35,2.0,True
CUST_00252,2025-07-04 18:59:52.785571,North,Home,4840.73,43753.13,7502.44,41,3.0,True
CUST_00253,2025-07-06 23:39:47.975951,East,Electronics,5334.68,42551.65,7444.09,43,3.0,False
CUST_00254,2025-07-09 04:19:43.166332,West,Sports,5925.22,36193.81,2426.68,50,3.0,True
CUST_00255,2025-07-11 08:59:38.356713,West,Clothing,3500.43,36857.92,7468.29,26,2.0,False
CUST_00256,2025-07-13 13:39:33.547094,South,Electronics,3437.62,30761.48,7763.06,37,3.0,False
CUST_00257,2025-07-15 18:19:28.737474,North,Electronics,6657.02,55948.07,4580.84,41,2.0,True
CUST_00258,2025-07-17 22:59:23.927855,West,Clothing,4381.49,34095.29,5261.84,36,3.0,True
CUST_00259,2025-07-20 03:39:19.118236,West,Clothing,2874.74,33415.56,1744.11,46,3.0,True
CUST_00260,2025-07-22 08:19:14.308617,South,Sports,5665.72,49077.14,24931.53,53,3.0,True
CUST_00261,2025-07-24 12:59:09.498998,West,Home,5695.05,48930.11,8179.3,50,5.0,False
CUST_00262,2025-07-26 17:39:04.689378,North,Sports,2703.93,32547.27,16675.13,28,2.0,True
CUST_00263,2025-07-28 22:18:59.879759,East,Home,5344.22,43379.81,6439.01,44,3.0,False
CUST_00264,2025-07-31 02:58:55.070140,West,Sports,6103.37,50008.22,10816.49,48,3.0,False
CUST_00265,2025-08-02 07:38:50.260521,North,Electronics,5561.58,45094.37,-1132.56,39,3.0,True
CUST_00266,2025-08-04 12:18:45.450901,West,Electronics,5947.97,43719.46,4739.99,41,3.0,False
CUST_00267,2025-08-06 16:58:40.641282,West,Electronics,2893.6,39954.68,8665.58,42,3.0,True
